order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,delivery_status,shipping_cost
2474,BlueDart,TRK7015145992,2022-05-04,2022-05-07,,Shipped,235.6
2476,Delhivery,TRK0166338222,2024-03-19,2024-03-22,2024-03-23,Delivered,216.01
2477,Delhivery,TRK2400539222,2023-11-14,2023-11-20,2023-11-19,Delivered,174.74
2478,FedEx India,TRK0562019011,2023-06-06,2023-06-10,2023-06-10,Delivered,188.17
2479,Delhivery,TRK3484339133,2024-02-01,2024-02-04,2024-02-05,Delivered,161.55
2480,FedEx India,TRK2528613239,2023-04-06,2023-04-11,2023-04-14,Delivered,188.82
2481,DTDC,TRK4564523428,2024-01-30,2024-02-05,2024-02-06,Delivered,178.54
2482,FedEx India,TRK6449760249,2023-12-09,2023-12-15,,Shipped,187.49
2483,Ekart,TRK8663420953,2022-10-03,2022-10-07,2022-10-10,Delivered,88.22
2485,FedEx India,TRK6773498529,2022-08-03,2022-08-09,2022-08-11,Delivered,160.7
2486,DTDC,TRK7356152665,2023-04-24,2023-05-01,2023-05-01,Delivered,121.89
2487,BlueDart,TRK5914762538,2022-03-17,2022-03-23,2022-03-24,Delivered,191.18
2488,Ekart,TRK0966414753,2022-07-23,2022-07-28,2022-07-31,Delivered,85.87
2489,Ekart,TRK3695247466,2022-11-07,2022-11-14,2022-11-13,Delivered,106.46
2490,Delhivery,TRK5353896298,2022-04-26,2022-05-03,,Shipped,51.69
2493,FedEx India,TRK5324367924,2022-07-02,2022-07-08,2022-07-07,Delivered,223.66
2494,DTDC,TRK1571276383,2023-10-25,2023-11-01,2023-11-03,Delivered,169.98
2495,Ekart,TRK5434685863,2023-11-28,2023-12-01,2023-12-04,Delivered,128.02
2497,DTDC,TRK9061682497,2023-06-08,2023-06-14,2023-06-16,Delivered,43.59
2498,BlueDart,TRK9399816153,2023-03-21,2023-03-24,,Shipped,207.41
2499,Delhivery,TRK8116837103,2022-12-18,2022-12-21,,Shipped,145.09
2500,Ekart,TRK0737260720,2024-03-10,2024-03-14,2024-03-14,Delivered,119.73
2501,Delhivery,TRK1489678082,2022-11-10,2022-11-17,2022-11-16,Delivered,224.05
2503,FedEx India,TRK6493121463,2022-11-30,2022-12-05,2022-12-08,Delivered,101.61
2504,Ekart,TRK9476254292,2022-06-13,2022-06-20,,Shipped,172.97
2505,Delhivery,TRK6456339172,2023-05-03,2023-05-08,,Shipped,90.48
2507,FedEx India,TRK9940369481,2022-11-09,2022-11-13,2022-11-15,Delivered,202.31
2508,DTDC,TRK1266497196,2024-05-01,2024-05-04,,Shipped,212.82
2512,Ekart,TRK7068335391,2022-08-05,2022-08-10,,Shipped,202.42
2513,Ekart,TRK0161259016,2022-01-27,2022-01-31,2022-02-02,Delivered,223.85
2514,Delhivery,TRK3994901333,2024-01-30,2024-02-04,2024-02-04,Delivered,109.35
2515,DTDC,TRK4437673481,2024-05-27,2024-06-01,2024-06-04,Delivered,214.18
2516,DTDC,TRK4098410167,2024-01-13,2024-01-20,2024-01-19,Delivered,57.28
2518,FedEx India,TRK9301481160,2023-12-27,2023-12-31,2023-12-31,Delivered,218.9
2519,DTDC,TRK4991004202,2023-01-23,2023-01-27,2023-01-30,Delivered,97.49
2520,DTDC,TRK8866168019,2023-07-07,2023-07-11,2023-07-11,Delivered,205.17
2521,FedEx India,TRK9034213485,2024-06-22,2024-06-27,,Shipped,182.52
2523,Delhivery,TRK4842035316,2022-07-27,2022-08-03,2022-08-02,Delivered,69.86
2525,BlueDart,TRK0791791386,2022-10-29,2022-11-05,,Shipped,111.28
2527,BlueDart,TRK0157117132,2024-05-25,2024-05-28,2024-05-27,Delivered,157.66
2528,Ekart,TRK1940247028,2022-07-10,2022-07-17,2022-07-16,Delivered,237.68
2529,Ekart,TRK8141128745,2022-07-24,2022-07-30,,Shipped,158.49
2531,FedEx India,TRK2719367857,2023-03-16,2023-03-21,2023-03-21,Delivered,215.8
2532,FedEx India,TRK6463913810,2023-06-28,2023-07-01,2023-07-01,Delivered,181.9
2534,FedEx India,TRK7491619423,2024-03-22,2024-03-28,2024-03-28,Delivered,110.08
2535,Delhivery,TRK2154013153,2022-03-12,2022-03-18,,Shipped,54.77
2536,BlueDart,TRK5069626168,2024-03-13,2024-03-19,2024-03-19,Delivered,44.57
2537,Delhivery,TRK4552527410,2024-05-24,2024-05-29,2024-05-29,Delivered,44.71
2538,FedEx India,TRK2547179899,2024-02-10,2024-02-15,2024-02-17,Delivered,56.01
2539,DTDC,TRK4885669489,2023-04-25,2023-05-01,2023-05-04,Delivered,144.17
2540,Ekart,TRK9300519567,2022-03-17,2022-03-24,2022-03-24,Delivered,176.65
2541,FedEx India,TRK5635584227,2024-03-13,2024-03-17,,Shipped,178.39
2542,FedEx India,TRK1726625650,2023-08-13,2023-08-18,2023-08-17,Delivered,189.5
2543,DTDC,TRK4607001441,2022-01-10,2022-01-16,2022-01-15,Delivered,208.93
2544,Delhivery,TRK3068624087,2022-08-18,2022-08-22,2022-08-22,Delivered,246.94
2545,BlueDart,TRK1006689041,2023-11-14,2023-11-21,2023-11-22,Delivered,101.29
2546,DTDC,TRK7282076238,2024-06-23,2024-06-28,,Shipped,92.46
2547,Delhivery,TRK1152232822,2022-06-02,2022-06-06,2022-06-05,Delivered,172.4
2550,FedEx India,TRK2824084752,2022-08-25,2022-08-29,,Shipped,138.96
2551,BlueDart,TRK8359994004,2022-10-08,2022-10-11,2022-10-11,Delivered,183.67
2553,DTDC,TRK1084791351,2023-01-21,2023-01-28,2023-01-28,Delivered,235.26
2554,DTDC,TRK1350535722,2023-01-28,2023-02-03,2023-02-05,Delivered,237.3
2555,DTDC,TRK8920641578,2024-03-02,2024-03-06,2024-03-08,Delivered,111.83
2557,Ekart,TRK0978302801,2024-02-16,2024-02-21,2024-02-22,Delivered,113.2
2559,FedEx India,TRK0419453419,2024-04-01,2024-04-04,2024-04-04,Delivered,92.54
2560,Ekart,TRK5281447867,2023-04-14,2023-04-21,2023-04-22,Delivered,209.24
2561,BlueDart,TRK4280218893,2024-05-29,2024-06-03,2024-06-02,Delivered,62.65
2562,Ekart,TRK0635780378,2022-03-09,2022-03-15,2022-03-18,Delivered,82.91
2563,BlueDart,TRK9121397436,2022-03-30,2022-04-03,,Shipped,89.36
2564,Delhivery,TRK9905585575,2022-10-12,2022-10-19,,Shipped,193.63
2565,BlueDart,TRK9940842906,2022-09-13,2022-09-17,2022-09-17,Delivered,177.09
2566,BlueDart,TRK9690452898,2022-05-25,2022-05-30,,Shipped,182.53
2570,BlueDart,TRK6061065673,2022-07-07,2022-07-14,2022-07-15,Delivered,110.64
2571,BlueDart,TRK3745701652,2023-05-27,2023-05-30,2023-05-30,Delivered,119.07
2572,DTDC,TRK7613681498,2024-05-13,2024-05-17,2024-05-19,Delivered,42.98
2573,BlueDart,TRK0253084376,2022-12-08,2022-12-11,2022-12-12,Delivered,172.77
2575,FedEx India,TRK9929644477,2023-09-08,2023-09-13,,Shipped,104.2
2578,DTDC,TRK2508423242,2023-07-06,2023-07-12,2023-07-12,Delivered,62.55
2579,Ekart,TRK3480041724,2022-11-17,2022-11-24,2022-11-24,Delivered,194.3
2580,FedEx India,TRK1553691585,2023-07-10,2023-07-14,2023-07-16,Delivered,186.43
2581,Ekart,TRK5749062796,2023-05-07,2023-05-11,2023-05-10,Delivered,76.6
2582,DTDC,TRK0242570333,2023-06-13,2023-06-19,2023-06-22,Delivered,108.71
2583,Delhivery,TRK2959452315,2024-02-02,2024-02-07,2024-02-07,Delivered,180.01
2584,DTDC,TRK8286304029,2022-04-19,2022-04-24,2022-04-27,Delivered,170.2
2585,Delhivery,TRK6629917217,2022-11-07,2022-11-10,2022-11-10,Delivered,118.59
2586,FedEx India,TRK4292204167,2023-06-17,2023-06-22,2023-06-25,Delivered,247.14
2587,FedEx India,TRK8215392669,2022-12-05,2022-12-08,2022-12-11,Delivered,180.68
2588,DTDC,TRK3706325031,2024-05-23,2024-05-30,2024-05-31,Delivered,239.86
2591,FedEx India,TRK3928048502,2023-08-12,2023-08-17,2023-08-20,Delivered,162.3
2593,DTDC,TRK2061901933,2023-04-12,2023-04-17,,Shipped,215.6
2594,DTDC,TRK3593797190,2022-10-17,2022-10-22,,Shipped,249.67
2595,FedEx India,TRK0002956162,2022-07-12,2022-07-17,2022-07-17,Delivered,90.03
2596,Ekart,TRK2564718559,2023-11-12,2023-11-15,2023-11-16,Delivered,55.24
2598,FedEx India,TRK4079923045,2023-07-12,2023-07-17,2023-07-17,Delivered,245.44
2599,Ekart,TRK3231677814,2022-04-26,2022-05-02,2022-05-05,Delivered,116.75
2600,DTDC,TRK5647437019,2022-12-24,2022-12-27,2022-12-26,Delivered,145.44
2604,BlueDart,TRK4539117766,2023-06-25,2023-07-02,,Shipped,184.37
2605,BlueDart,TRK6505276120,2023-06-23,2023-06-28,2023-06-30,Delivered,134.8
2607,Delhivery,TRK9281578061,2022-04-16,2022-04-23,,Shipped,182.6
2609,Ekart,TRK9022311678,2023-09-19,2023-09-25,2023-09-25,Delivered,199.34
2610,BlueDart,TRK7067635322,2023-02-16,2023-02-20,2023-02-23,Delivered,186.51
2611,BlueDart,TRK3718592126,2023-05-06,2023-05-11,2023-05-10,Delivered,136.9
2612,DTDC,TRK8485637114,2022-01-04,2022-01-10,2022-01-10,Delivered,96.67
2616,Delhivery,TRK2943000375,2023-10-25,2023-10-29,2023-10-28,Delivered,126.86
2617,FedEx India,TRK3989231324,2022-12-28,2023-01-02,2023-01-01,Delivered,196.77
2618,BlueDart,TRK6598669327,2022-05-10,2022-05-14,,Shipped,208.4
2619,Delhivery,TRK8417837659,2022-08-01,2022-08-06,2022-08-07,Delivered,141.1
2620,Delhivery,TRK1538201140,2022-01-14,2022-01-19,,Shipped,100.6
2621,Delhivery,TRK6526642673,2024-03-04,2024-03-11,,Shipped,189.44
2623,FedEx India,TRK5127245533,2022-06-08,2022-06-15,2022-06-17,Delivered,142.88
2624,DTDC,TRK7565697648,2022-02-13,2022-02-16,2022-02-17,Delivered,182.81
2625,Ekart,TRK7849622494,2023-03-15,2023-03-22,2023-03-25,Delivered,54.75
2627,Ekart,TRK5104625069,2024-01-23,2024-01-29,,Shipped,63.06
2629,DTDC,TRK2965685120,2023-03-21,2023-03-27,2023-03-29,Delivered,57.0
2631,BlueDart,TRK6276729350,2023-10-20,2023-10-27,2023-10-30,Delivered,227.21
2632,Delhivery,TRK9793442129,2023-01-04,2023-01-08,2023-01-10,Delivered,236.19
2633,Ekart,TRK1465022347,2022-09-08,2022-09-13,2022-09-15,Delivered,174.24
2634,DTDC,TRK7804579725,2022-10-03,2022-10-08,2022-10-09,Delivered,65.08
2635,Ekart,TRK1840703398,2024-05-08,2024-05-11,2024-05-11,Delivered,83.48
2636,Ekart,TRK2147823372,2023-11-17,2023-11-21,2023-11-21,Delivered,67.66
2637,DTDC,TRK0945167670,2024-03-24,2024-03-31,,Shipped,71.2
2638,BlueDart,TRK6363286301,2024-02-25,2024-03-02,2024-03-01,Delivered,164.63
2639,Ekart,TRK1220084842,2023-09-12,2023-09-18,2023-09-21,Delivered,134.72
2640,FedEx India,TRK6483336796,2022-12-25,2022-12-31,,Shipped,161.74
2641,FedEx India,TRK0828967136,2024-06-05,2024-06-12,2024-06-14,Delivered,159.92
2643,BlueDart,TRK0549469208,2023-08-07,2023-08-14,2023-08-16,Delivered,195.3
2645,Delhivery,TRK5649013249,2022-09-20,2022-09-26,2022-09-26,Delivered,52.28
2646,DTDC,TRK5193500115,2022-09-14,2022-09-17,2022-09-18,Delivered,188.81
2647,FedEx India,TRK4617580803,2023-10-16,2023-10-20,2023-10-20,Delivered,200.0
2648,Delhivery,TRK8890441040,2024-06-06,2024-06-09,2024-06-11,Delivered,92.59
2650,DTDC,TRK4315668513,2022-04-03,2022-04-06,2022-04-06,Delivered,141.36
2652,Delhivery,TRK5381483747,2024-01-13,2024-01-16,2024-01-15,Delivered,142.45
2653,FedEx India,TRK5580309016,2023-10-18,2023-10-25,2023-10-24,Delivered,159.84
2654,BlueDart,TRK8564717784,2023-12-28,2024-01-01,2024-01-03,Delivered,249.2
2656,DTDC,TRK0190271698,2022-07-17,2022-07-22,2022-07-23,Delivered,87.51
2658,BlueDart,TRK8371611586,2023-12-15,2023-12-21,2023-12-21,Delivered,76.49
2659,DTDC,TRK6861199767,2024-06-18,2024-06-22,,Shipped,113.14
2660,DTDC,TRK5983326170,2023-07-01,2023-07-06,2023-07-08,Delivered,135.5
2662,FedEx India,TRK5058353458,2022-03-29,2022-04-03,2022-04-03,Delivered,200.93
2663,BlueDart,TRK1956572853,2022-09-11,2022-09-14,2022-09-13,Delivered,207.84
2664,Delhivery,TRK5339982426,2023-05-25,2023-05-28,2023-05-28,Delivered,219.58
2665,Delhivery,TRK6217758015,2024-06-17,2024-06-21,2024-06-20,Delivered,85.78
2666,Ekart,TRK8466879303,2022-01-15,2022-01-22,2022-01-22,Delivered,188.98
2667,Ekart,TRK0285327276,2024-05-11,2024-05-17,2024-05-17,Delivered,197.11
2668,BlueDart,TRK6983451502,2022-07-17,2022-07-21,2022-07-22,Delivered,216.2
2671,Delhivery,TRK5285461308,2022-08-30,2022-09-06,2022-09-09,Delivered,185.01
2672,DTDC,TRK7308972073,2022-05-19,2022-05-23,2022-05-26,Delivered,40.69
2673,DTDC,TRK8277771184,2023-08-19,2023-08-26,2023-08-27,Delivered,146.17
2674,BlueDart,TRK2527863090,2022-11-19,2022-11-22,2022-11-25,Delivered,110.32
2675,Delhivery,TRK0712102423,2024-01-08,2024-01-11,,Shipped,59.72
2676,FedEx India,TRK4473057771,2023-04-25,2023-04-28,2023-04-30,Delivered,141.73
2677,DTDC,TRK9619971659,2023-05-26,2023-05-30,2023-06-01,Delivered,129.02
2678,Delhivery,TRK6566764099,2022-01-24,2022-01-30,2022-02-02,Delivered,103.78
2679,Ekart,TRK6833440095,2022-12-25,2022-12-28,2022-12-28,Delivered,73.26
2680,Delhivery,TRK2242653793,2023-01-01,2023-01-08,2023-01-09,Delivered,110.62
2681,Delhivery,TRK2219143907,2024-01-17,2024-01-23,2024-01-26,Delivered,50.34
2683,BlueDart,TRK0547360157,2022-11-17,2022-11-24,2022-11-25,Delivered,247.46
2685,Delhivery,TRK9115010162,2024-02-25,2024-03-02,2024-03-03,Delivered,85.93
2687,Ekart,TRK6008026589,2023-08-28,2023-08-31,2023-08-31,Delivered,72.61
2688,DTDC,TRK3475978335,2023-03-03,2023-03-08,,Shipped,66.49
2693,BlueDart,TRK4883571921,2024-05-20,2024-05-25,2024-05-27,Delivered,134.84
2694,Delhivery,TRK4967914638,2023-12-29,2024-01-03,2024-01-02,Delivered,210.79
2695,FedEx India,TRK6643203172,2022-09-25,2022-09-30,2022-10-02,Delivered,145.28
2696,DTDC,TRK6652824685,2023-10-12,2023-10-18,2023-10-17,Delivered,66.42
2697,FedEx India,TRK4927240002,2022-09-23,2022-09-27,2022-09-28,Delivered,218.34
2698,FedEx India,TRK0860146051,2022-03-04,2022-03-11,,Shipped,166.76
2699,Delhivery,TRK9085432716,2023-06-28,2023-07-02,2023-07-05,Delivered,240.8
2701,BlueDart,TRK3033563693,2022-06-29,2022-07-06,2022-07-06,Delivered,230.96
2703,DTDC,TRK0100090899,2022-06-10,2022-06-13,2022-06-14,Delivered,163.29
2705,Delhivery,TRK3187810480,2024-04-20,2024-04-26,2024-04-27,Delivered,160.61
2707,DTDC,TRK2835415892,2022-10-28,2022-10-31,2022-11-02,Delivered,219.99
2710,Delhivery,TRK9093043766,2024-05-03,2024-05-08,2024-05-08,Delivered,146.71
2711,Ekart,TRK1366280812,2023-07-23,2023-07-29,2023-07-28,Delivered,216.33
2712,BlueDart,TRK2681594747,2024-04-20,2024-04-25,2024-04-28,Delivered,179.95
2714,Ekart,TRK0531105833,2023-08-30,2023-09-06,2023-09-07,Delivered,158.0
2716,Ekart,TRK0967397984,2023-06-22,2023-06-27,2023-06-27,Delivered,180.89
2717,DTDC,TRK2189142693,2022-11-28,2022-12-03,2022-12-05,Delivered,140.85
2718,FedEx India,TRK7650167671,2023-03-15,2023-03-18,2023-03-18,Delivered,232.9
2719,BlueDart,TRK8776288363,2023-05-21,2023-05-26,2023-05-27,Delivered,43.46
2720,FedEx India,TRK6885016276,2022-11-13,2022-11-20,2022-11-19,Delivered,186.46
2721,Delhivery,TRK2922666788,2022-02-28,2022-03-06,2022-03-08,Delivered,148.27
2723,Ekart,TRK0937616522,2022-06-28,2022-07-05,,Shipped,186.36
2725,BlueDart,TRK8989074993,2023-07-08,2023-07-12,2023-07-14,Delivered,209.48
2726,DTDC,TRK5981255977,2023-06-08,2023-06-13,2023-06-12,Delivered,72.39
2727,Ekart,TRK7265976408,2023-12-18,2023-12-24,2023-12-26,Delivered,62.28
2729,FedEx India,TRK3858050141,2022-07-31,2022-08-04,2022-08-06,Delivered,47.21
2731,DTDC,TRK7165789391,2022-10-27,2022-11-03,2022-11-02,Delivered,249.0
2732,Delhivery,TRK2956518871,2024-05-02,2024-05-05,2024-05-05,Delivered,46.1
2733,BlueDart,TRK1486005009,2022-08-25,2022-08-29,2022-09-01,Delivered,237.36
2734,FedEx India,TRK2449287875,2023-09-07,2023-09-11,2023-09-10,Delivered,199.25
2735,DTDC,TRK7030293011,2023-03-12,2023-03-18,,Shipped,123.16
2736,BlueDart,TRK2501860742,2022-11-16,2022-11-20,2022-11-22,Delivered,74.42
2737,Ekart,TRK9069522233,2023-02-25,2023-03-03,,Shipped,86.94
2739,DTDC,TRK6931806200,2022-09-20,2022-09-24,,Shipped,247.25
2741,DTDC,TRK7302426624,2022-03-16,2022-03-22,,Shipped,141.43
2742,BlueDart,TRK9753740571,2023-05-19,2023-05-22,2023-05-25,Delivered,172.07
2743,Ekart,TRK4469567406,2024-01-30,2024-02-05,2024-02-06,Delivered,142.98
2744,BlueDart,TRK8735445345,2023-02-13,2023-02-20,2023-02-22,Delivered,142.71
2745,Delhivery,TRK1466886583,2022-09-27,2022-10-02,2022-10-04,Delivered,211.93
2746,FedEx India,TRK4834835862,2024-06-27,2024-07-01,2024-06-30,Delivered,122.42
2747,DTDC,TRK6736648532,2022-07-26,2022-08-02,2022-08-03,Delivered,96.81
2748,Delhivery,TRK0775870894,2022-04-28,2022-05-05,2022-05-07,Delivered,196.72
2750,FedEx India,TRK3269834436,2023-03-28,2023-03-31,,Shipped,198.56
2752,Delhivery,TRK9580504505,2022-11-25,2022-12-01,2022-12-04,Delivered,66.15
2754,FedEx India,TRK0928467200,2023-10-24,2023-10-28,2023-10-27,Delivered,68.69
2755,Ekart,TRK7342939077,2023-06-03,2023-06-09,2023-06-11,Delivered,66.83
2756,BlueDart,TRK3729545038,2023-11-07,2023-11-14,,Shipped,227.86
2757,BlueDart,TRK0162585150,2024-05-16,2024-05-21,2024-05-24,Delivered,50.87
2758,Ekart,TRK2045028143,2022-05-28,2022-06-02,2022-06-04,Delivered,65.65
2759,BlueDart,TRK5312794337,2022-03-11,2022-03-17,2022-03-16,Delivered,48.59
2760,BlueDart,TRK9531112359,2022-06-26,2022-06-29,,Shipped,242.9
2761,Ekart,TRK0426527428,2022-04-19,2022-04-23,,Shipped,149.0
2763,Delhivery,TRK6625108573,2024-02-22,2024-02-28,,Shipped,132.62
2765,DTDC,TRK8385545146,2023-02-03,2023-02-08,2023-02-10,Delivered,99.44
2766,BlueDart,TRK0919351174,2024-02-09,2024-02-13,2024-02-16,Delivered,173.61
2767,BlueDart,TRK5553706272,2023-10-17,2023-10-24,2023-10-25,Delivered,61.97
2768,DTDC,TRK8167337461,2023-01-07,2023-01-14,2023-01-15,Delivered,238.73
2772,Delhivery,TRK2157562641,2024-05-12,2024-05-15,,Shipped,149.97
2773,Delhivery,TRK2608481876,2024-06-24,2024-06-28,2024-06-27,Delivered,113.53
2774,Delhivery,TRK2099069319,2023-02-05,2023-02-12,2023-02-13,Delivered,177.5
2775,FedEx India,TRK6303995167,2022-05-19,2022-05-22,,Shipped,61.75
2776,FedEx India,TRK0450599822,2022-07-18,2022-07-21,2022-07-21,Delivered,198.7
2778,FedEx India,TRK6731234388,2023-02-25,2023-02-28,2023-03-03,Delivered,101.7
2779,DTDC,TRK8048514202,2023-04-29,2023-05-02,2023-05-02,Delivered,105.84
2781,Delhivery,TRK5936450282,2022-08-14,2022-08-21,2022-08-24,Delivered,47.63
2782,DTDC,TRK3134275576,2023-06-15,2023-06-19,2023-06-22,Delivered,153.87
2783,DTDC,TRK7299115490,2023-02-03,2023-02-09,2023-02-11,Delivered,121.73
2784,FedEx India,TRK4431834369,2023-11-29,2023-12-05,2023-12-05,Delivered,216.72
2787,BlueDart,TRK5310297711,2022-11-23,2022-11-28,,Shipped,228.22
2788,FedEx India,TRK5062917926,2024-06-16,2024-06-21,2024-06-20,Delivered,176.01
2789,DTDC,TRK5173281629,2022-01-25,2022-01-31,2022-02-03,Delivered,85.75
2791,BlueDart,TRK1087392219,2022-08-09,2022-08-14,2022-08-14,Delivered,44.48
2792,FedEx India,TRK8369157376,2022-11-23,2022-11-27,2022-11-29,Delivered,90.15
2793,DTDC,TRK7105298770,2022-07-02,2022-07-06,2022-07-09,Delivered,223.25
2794,DTDC,TRK7459915304,2024-06-23,2024-06-26,2024-06-26,Delivered,120.81
2795,DTDC,TRK4500202683,2023-09-27,2023-10-04,2023-10-04,Delivered,224.27
2797,FedEx India,TRK8789034502,2022-04-28,2022-05-03,,Shipped,236.02
2798,Delhivery,TRK9586760304,2024-02-14,2024-02-21,2024-02-22,Delivered,64.62
2803,BlueDart,TRK0934675418,2023-10-03,2023-10-06,2023-10-08,Delivered,146.96
2805,DTDC,TRK2368810138,2022-10-29,2022-11-04,,Shipped,214.13
2806,FedEx India,TRK2721051334,2023-05-24,2023-05-30,2023-05-29,Delivered,164.51
2808,Delhivery,TRK6018422013,2022-01-28,2022-02-04,2022-02-04,Delivered,200.28
2809,DTDC,TRK8825320831,2023-12-20,2023-12-24,2023-12-27,Delivered,243.73
2810,FedEx India,TRK6816360389,2022-02-13,2022-02-19,2022-02-20,Delivered,47.03
2811,BlueDart,TRK1736907894,2022-12-10,2022-12-14,2022-12-14,Delivered,182.71
2812,DTDC,TRK7672000521,2023-10-03,2023-10-09,2023-10-08,Delivered,119.39
2814,Delhivery,TRK4107071634,2023-11-23,2023-11-29,2023-11-28,Delivered,164.87
2817,Delhivery,TRK8508951237,2023-05-18,2023-05-25,2023-05-27,Delivered,179.1
2818,DTDC,TRK0851191944,2023-11-21,2023-11-26,2023-11-27,Delivered,197.64
2820,DTDC,TRK5456972965,2024-02-21,2024-02-25,2024-02-27,Delivered,99.18
2821,Ekart,TRK5619276713,2022-06-09,2022-06-14,2022-06-15,Delivered,59.9
2822,Delhivery,TRK7718862639,2022-03-21,2022-03-25,2022-03-27,Delivered,114.84
2825,Ekart,TRK5612667830,2023-11-14,2023-11-20,2023-11-21,Delivered,244.24
2827,Ekart,TRK5573713887,2022-04-07,2022-04-14,2022-04-17,Delivered,70.71
2828,BlueDart,TRK4022346144,2024-01-06,2024-01-12,2024-01-15,Delivered,160.42
2830,BlueDart,TRK6627633041,2023-12-28,2023-12-31,2024-01-03,Delivered,116.71
2832,DTDC,TRK1761421524,2022-03-24,2022-03-27,2022-03-28,Delivered,194.52
2833,BlueDart,TRK8319686364,2023-07-11,2023-07-15,2023-07-18,Delivered,221.57
2834,DTDC,TRK7046568969,2024-02-21,2024-02-27,2024-02-29,Delivered,100.24
2835,DTDC,TRK8703688300,2022-08-24,2022-08-27,2022-08-28,Delivered,52.66
2836,FedEx India,TRK4837936315,2023-09-11,2023-09-14,2023-09-17,Delivered,154.37
2839,Delhivery,TRK9229127065,2022-06-18,2022-06-22,2022-06-21,Delivered,220.49
2840,Delhivery,TRK9341040629,2024-01-23,2024-01-29,2024-01-30,Delivered,187.54
2841,BlueDart,TRK1187228247,2024-01-06,2024-01-11,2024-01-14,Delivered,240.14
2844,Delhivery,TRK1830181796,2022-11-24,2022-11-29,2022-11-30,Delivered,119.13
2845,Ekart,TRK0757898497,2023-05-28,2023-06-04,2023-06-07,Delivered,71.65
2846,Ekart,TRK4997990522,2022-07-17,2022-07-22,2022-07-22,Delivered,98.57
2847,Ekart,TRK1711486565,2023-02-26,2023-03-01,2023-03-02,Delivered,56.2
2849,Delhivery,TRK8189810617,2023-04-24,2023-04-30,2023-05-03,Delivered,237.1
2851,BlueDart,TRK3563163129,2024-06-12,2024-06-16,,Shipped,152.44
2853,Delhivery,TRK7557261694,2022-07-11,2022-07-15,2022-07-15,Delivered,241.92
2854,FedEx India,TRK9637881193,2022-10-07,2022-10-10,2022-10-12,Delivered,63.12
2856,FedEx India,TRK8999068201,2023-05-17,2023-05-23,,Shipped,202.31
2857,Ekart,TRK3071675321,2024-05-25,2024-05-31,2024-06-03,Delivered,236.46
2858,Delhivery,TRK6336131798,2022-04-21,2022-04-27,2022-04-27,Delivered,240.06
2859,FedEx India,TRK5490049037,2022-10-27,2022-11-02,2022-11-01,Delivered,83.91
2860,DTDC,TRK2954585835,2022-08-12,2022-08-17,2022-08-19,Delivered,157.66
2861,FedEx India,TRK6399812743,2022-06-15,2022-06-19,2022-06-21,Delivered,150.59
2862,FedEx India,TRK9225517419,2023-09-20,2023-09-23,2023-09-26,Delivered,72.55
2863,Delhivery,TRK2581476212,2024-01-15,2024-01-18,2024-01-18,Delivered,235.96
2865,DTDC,TRK3601863994,2023-03-05,2023-03-12,2023-03-11,Delivered,222.08
2868,FedEx India,TRK5413845315,2022-12-07,2022-12-12,,Shipped,90.54
2869,Ekart,TRK6309307968,2023-10-12,2023-10-15,2023-10-18,Delivered,115.71
2871,FedEx India,TRK5909645987,2024-07-02,2024-07-07,2024-07-06,Delivered,217.1
2872,Delhivery,TRK2408992177,2024-02-09,2024-02-14,2024-02-17,Delivered,228.48
2873,BlueDart,TRK3516681133,2023-04-20,2023-04-25,,Shipped,200.82
2876,Delhivery,TRK9736707217,2022-01-05,2022-01-10,2022-01-12,Delivered,87.18
2877,Delhivery,TRK3402422241,2024-03-14,2024-03-21,2024-03-21,Delivered,130.53
2880,DTDC,TRK9830632365,2024-01-24,2024-01-29,2024-02-01,Delivered,41.91
2881,BlueDart,TRK4018144424,2022-10-20,2022-10-27,2022-10-29,Delivered,115.66
2882,Delhivery,TRK8420243509,2024-05-25,2024-06-01,2024-06-04,Delivered,189.9
2883,Ekart,TRK4765118615,2022-01-27,2022-01-31,2022-01-31,Delivered,203.69
2884,FedEx India,TRK6409941475,2023-01-14,2023-01-21,2023-01-23,Delivered,76.25
2885,Delhivery,TRK3989137054,2023-07-25,2023-08-01,2023-08-02,Delivered,121.05
2886,FedEx India,TRK2451908261,2022-10-10,2022-10-16,2022-10-18,Delivered,50.61
2887,Delhivery,TRK1035659429,2022-10-22,2022-10-26,2022-10-26,Delivered,44.26
2888,FedEx India,TRK9202376669,2022-05-09,2022-05-16,2022-05-18,Delivered,77.19
2889,Delhivery,TRK6922953386,2022-05-29,2022-06-03,2022-06-05,Delivered,138.03
2890,Delhivery,TRK1941183909,2023-10-08,2023-10-12,2023-10-11,Delivered,123.29
2893,BlueDart,TRK3424240662,2024-01-12,2024-01-19,,Shipped,101.64
2894,Delhivery,TRK8346334889,2022-03-12,2022-03-18,2022-03-18,Delivered,196.29
2895,DTDC,TRK3343751866,2024-01-04,2024-01-07,2024-01-07,Delivered,238.38
2896,Ekart,TRK9408654243,2022-03-27,2022-04-03,2022-04-02,Delivered,148.27
2897,BlueDart,TRK8269285507,2022-03-08,2022-03-14,2022-03-15,Delivered,159.9
2898,Delhivery,TRK4350952889,2022-06-10,2022-06-14,2022-06-15,Delivered,219.18
2899,BlueDart,TRK5947039696,2022-06-15,2022-06-18,2022-06-18,Delivered,237.98
